image_id,label,url
000b9fcba019d36,0,https://farm7.staticflickr.com/29/50621395_874fb9f3ee_o.jpg
002c6ace3fef696,0,https://farm7.staticflickr.com/4032/4290052086_26802f7d68_o.jpg
005a9520eb22c19,0,https://c2.staticflickr.com/2/1137/530906527_2b40bfbbf6_o.jpg
006303f02219b07,0,https://farm8.staticflickr.com/3393/3514553748_ee9bcdfbfc_o.jpg
0064d23bf997652,0,https://farm3.staticflickr.com/2127/2510330899_179e48cc4d_o.jpg
007ab455476f960,0,https://farm1.staticflickr.com/1398/539884467_824ce44db0_o.jpg
008cf211699d6a5,0,https://farm6.staticflickr.com/7317/11219897263_f48c06b45f_o.jpg
0092fa0c421c8c0,0,https://farm1.staticflickr.com/75/175630768_dfa44e844b_o.jpg
00acf666d991c39,0,https://c2.staticflickr.com/6/5790/21766822055_7541e5c359_o.jpg
00be7f100f1f8ef,0,https://c8.staticflickr.com/4/3909/15088807955_d29f7d4a81_o.jpg
00f24d363c4b66c,0,https://c5.staticflickr.com/9/8101/8457553164_4da139a980_o.jpg
0100fe58a324932,0,https://farm3.staticflickr.com/1197/1469703749_264f77dbf8_o.jpg
0126bd470298515,0,https://farm6.staticflickr.com/7559/15900114188_cfa97dee69_o.jpg
013ae186a0c98c8,0,https://c1.staticflickr.com/9/8337/8180639591_d7183a137f_o.jpg
014169878a84bd5,0,https://farm6.staticflickr.com/3187/2359526505_91204c18d6_o.jpg
014968c722c4bbf,0,https://c8.staticflickr.com/4/3377/3516413747_68a331cf45_o.jpg
016285d687bf97a,0,https://c3.staticflickr.com/6/5573/14576385489_e20f81dc0c_o.jpg
0176417fa2020e7,0,https://farm8.staticflickr.com/8472/8083421502_df73f62663_o.jpg
01799237d3ed58e,0,https://c7.staticflickr.com/8/7216/7260141066_606e577fee_o.jpg
01a23c9dd973787,0,https://farm8.staticflickr.com/3483/5845838472_e4e9c924b1_o.jpg
01a64b9a9259f3e,0,https://c7.staticflickr.com/8/7083/7359323034_dcc1a42573_o.jpg
01aa1409442a07c,0,https://c5.staticflickr.com/8/7459/15870705504_5180d0c1cd_o.jpg
01b283e93591cf4,0,https://farm5.staticflickr.com/7523/15577951069_cff438f1d8_o.jpg
01be2342180e406,0,https://farm7.staticflickr.com/8210/8277328658_ff46b189b3_o.jpg
01db4ea37f9c8b3,0,https://farm4.staticflickr.com/3913/14674702417_f93672e748_o.jpg
01e0b7c387bdd06,0,https://farm7.staticflickr.com/3379/3338370002_077d53b26a_o.jpg
01ecac90c6f4457,0,https://farm8.staticflickr.com/2928/14462462618_5435963a69_o.jpg
01f2aaae28c1b91,0,https://farm2.staticflickr.com/1005/1029768616_bc5e6dab00_o.jpg
020c297db8672b8,0,https://c1.staticflickr.com/4/3329/3519726996_5ef4f9cf70_o.jpg
021badfc05b2e81,0,https://farm2.staticflickr.com/3025/3114688170_30d2e62ba5_o.jpg
0251c7d87cd86fa,0,https://c3.staticflickr.com/4/3897/15107678310_f793b5b0f3_o.jpg
0267e0c8e2eb09a,0,https://c3.staticflickr.com/4/3103/2790138273_fb4f41fa3d_o.jpg
0287bf8ccc459fa,0,https://c3.staticflickr.com/4/3300/3493457242_df623ce95a_o.jpg
029a9c8dbbd3dc6,0,https://farm7.staticflickr.com/3257/3791647679_2b353d3aed_o.jpg
02a0f6de8e747ac,0,https://c5.staticflickr.com/4/3788/13861207065_37b31919c2_o.jpg
02b020146637617,0,https://farm8.staticflickr.com/2889/10954286146_6d3debb280_o.jpg
02b63d74a583bc3,0,https://farm4.staticflickr.com/2853/9187178415_7fcb52bdaf_o.jpg
02c40dad7c01284,0,https://farm5.staticflickr.com/8445/8019889139_5b17c21d1d_o.jpg
02e48331764d741,0,https://farm2.staticflickr.com/65/167300596_9ac1392f54_o.jpg
02f30e3c5df9681,0,https://farm2.staticflickr.com/6177/6134181873_7ba7cc4d3c_o.jpg
03252d71382a0ca,0,https://c3.staticflickr.com/8/7427/15750158754_aeaa4202a9_o.jpg
034f46ea01f7241,0,https://farm2.staticflickr.com/4064/4275599066_7cd4b9e681_o.jpg
