image_id,label,url
000de486dc6c49f,1,https://c8.staticflickr.com/8/7009/6711979909_77fc302d1a_o.jpg
0056e547b7c00d6,1,https://farm7.staticflickr.com/3299/3438429835_89b74b87df_o.jpg
0067fe83e3e21c8,1,https://c1.staticflickr.com/5/4132/4948833568_a528204857_o.jpg
008ab3d8674f6ca,1,https://c3.staticflickr.com/4/3188/2851029003_b9da2c91d1_o.jpg
00bd897ca7df023,1,https://farm4.staticflickr.com/397/18638671721_1c87606c3a_o.jpg
0129ccb99612727,1,https://farm8.staticflickr.com/5/6057980_9245398b98_o.jpg
0142fa70fe03ffa,1,https://c3.staticflickr.com/3/2309/2206365739_f441329153_o.jpg
014bd425c9a203e,1,https://c7.staticflickr.com/1/225/490431026_0e08fd132a_o.jpg
01512d120e1e800,1,https://farm1.staticflickr.com/5487/11028671166_af7542a97f_o.jpg
019edb653711193,1,https://farm4.staticflickr.com/5824/21145195955_8d0744e30a_o.jpg
01adacc7f6ddca5,1,https://farm6.staticflickr.com/8045/8354992031_fd1a683079_o.jpg
01b61e5094d71cb,1,https://c4.staticflickr.com/1/218/486221497_1585e2c3bb_o.jpg
01f2bec02f16977,1,https://farm8.staticflickr.com/7001/6699483933_bafb628759_o.jpg
0218e254b8a046b,1,https://c4.staticflickr.com/4/3931/15421382445_c5be2eb018_o.jpg
024101aa00840a0,1,https://farm1.staticflickr.com/41/83000574_57e6627e57_o.jpg
025cbded55ded0f,1,https://c8.staticflickr.com/5/4016/4370829818_87e2b5e71b_o.jpg
025ee05cb199d32,1,https://farm3.staticflickr.com/3621/3685337365_da8afda9f0_o.jpg
026e4a8ad8b3c51,1,https://farm2.staticflickr.com/3832/9193721495_fcb63a66ba_o.jpg
027717ee5abd636,1,https://farm7.staticflickr.com/3601/3499252599_b36204963e_o.jpg
0286659b2adaef2,1,https://farm3.staticflickr.com/3106/2861867715_f10d977c32_o.jpg
02ab35b7cc8de83,1,https://farm4.staticflickr.com/6219/6336694291_35a67cbaa5_o.jpg
0305037cc5f8912,1,https://farm3.staticflickr.com/2839/9251636694_13ba45fe9d_o.jpg
032ddc2c9157859,1,https://c2.staticflickr.com/1/217/462554191_27fe089638_o.jpg
032df877f964819,1,https://c2.staticflickr.com/6/5069/5593630473_fc07167f4e_o.jpg
033495fd6a2e654,1,https://farm5.staticflickr.com/7282/8722079380_2b415eaf1c_o.jpg
035ea7a3b1ecfab,1,https://c4.staticflickr.com/1/52/149810697_d69fc78382_o.jpg
0378f0670e91c2c,1,https://c5.staticflickr.com/3/2356/2544877595_885e164bea_o.jpg
039f32a93794e4d,1,https://c6.staticflickr.com/2/1134/1053505443_a668df9418_o.jpg
03c6e3318508588,1,https://c1.staticflickr.com/3/2003/2130810657_ceba252e11_o.jpg
03d781673058c75,1,https://farm6.staticflickr.com/4135/4862582862_41d8bd9895_o.jpg
03dd878ea9781f6,1,https://farm7.staticflickr.com/5550/9042948802_f3099d1d38_o.jpg
03eae3f991df25f,1,https://c8.staticflickr.com/6/5046/5305917690_b3b977b78c_o.jpg
04638232e2496ac,1,https://c5.staticflickr.com/8/7074/7321277438_8501f7dbf6_o.jpg
047264e06512e75,1,https://farm6.staticflickr.com/2355/2452864573_554d8b94ef_o.jpg
0478d2ee36ede12,1,https://farm3.staticflickr.com/2185/2097355093_abbed84c8b_o.jpg
049524750a81ecc,1,https://c5.staticflickr.com/4/3243/2338508094_25a66cba8f_o.jpg
04a23a25aa05c9c,1,https://c5.staticflickr.com/8/7439/9031119701_c6c4c3949f_o.jpg
04aaf7fe2a9ae68,1,https://c1.staticflickr.com/3/2938/14607697018_1c4589c01a_o.jpg
04b6bf1ef1414b6,1,https://farm7.staticflickr.com/3390/3289126503_90fbe1bf5a_o.jpg
050baeabb599034,1,https://farm5.staticflickr.com/27/44802734_4f9684241c_o.jpg
05618f36de854ce,1,https://c7.staticflickr.com/5/4146/5449510509_f77d2a8666_o.jpg
05666aa098abe8e,1,https://c7.staticflickr.com/1/217/508009089_98fd024ef8_o.jpg
057b367e43ea580,1,https://farm1.staticflickr.com/8406/8702790639_3c11f1f8fd_o.jpg
0580afd0b1b8187,1,https://farm8.staticflickr.com/3873/15293451315_0de6fff2ea_o.jpg
05bf84ac699ba71,1,https://farm2.staticflickr.com/2638/3893300326_3aa3bcf2f2_o.jpg
05e7f4f5878c8ea,1,https://c3.staticflickr.com/8/7381/12216604124_ac25383a60_o.jpg
05f449bb4cfb8ff,1,https://c8.staticflickr.com/9/8089/8535537230_cb3cd9f933_o.jpg
05f4899fd5be1ef,1,https://c8.staticflickr.com/8/7059/6879468093_465d0a04e7_o.jpg
05f808223ab5769,1,https://c2.staticflickr.com/3/2456/3952903861_9c8da619dc_o.jpg
0611c5be2ecb69b,1,https://c4.staticflickr.com/1/232/463108952_04a85bf70c_o.jpg
0616b368bd46090,1,https://farm1.staticflickr.com/8721/16996077102_cd348c4365_o.jpg
06461a46fcb5f37,1,https://farm8.staticflickr.com/7040/6839354254_6af22fa2d9_o.jpg
066ab1ab47e1068,1,https://c1.staticflickr.com/3/2607/4026098906_f7312f28fd_o.jpg
06700b3ec495e3f,1,https://c8.staticflickr.com/4/3751/9345074076_331f15e57b_o.jpg
06e4a3026035451,1,https://farm2.staticflickr.com/3690/9861536524_5c24ef5836_o.jpg
06f01cf218054be,1,https://c7.staticflickr.com/4/3295/2944610203_68db99142d_o.jpg
070c0a46d21b21c,1,https://c5.staticflickr.com/4/3871/14582874155_7e2c5c8c4c_o.jpg
0729cbff3e95243,1,https://farm4.staticflickr.com/4102/4849963393_8254f22829_o.jpg
072da6899aa49cf,1,https://c8.staticflickr.com/4/3238/2974598379_c99606f6aa_o.jpg
07326de8719cca7,1,https://farm8.staticflickr.com/3925/14857715807_2a35dd17d0_o.jpg
0781ca1a6634c2d,1,https://c6.staticflickr.com/3/2118/2252160127_6067757e66_o.jpg
07873e5087056a4,1,https://farm5.staticflickr.com/4117/4866590176_4d95502753_o.jpg
079e6612a9dd201,1,https://farm2.staticflickr.com/3242/2982527658_08fc1e3346_o.jpg
07a77e35eb669f1,1,https://farm2.staticflickr.com/3303/3452488096_94ce0488e2_o.jpg
07e0e568b2cc586,1,https://farm7.staticflickr.com/5559/14554234561_5e4fba1334_o.jpg
07f97c18d03cf0d,1,https://c6.staticflickr.com/6/5105/5653213560_e71da4fcec_o.jpg
07fbe74b42f518f,1,https://c8.staticflickr.com/6/5253/5535074171_28007cae09_o.jpg
080a7dfda1e078f,1,https://c8.staticflickr.com/1/182/412154382_07182b6ab0_o.jpg
082c2146950f4d0,1,https://farm1.staticflickr.com/7131/14027509173_6cb28b1d70_o.jpg
083c840afc0c28d,1,https://c6.staticflickr.com/3/2937/13908086510_899b275a80_o.jpg
087f4d6f981d4b7,1,https://farm8.staticflickr.com/6015/6014100366_0cfb127ab0_o.jpg
088e878a0c6966e,1,https://c7.staticflickr.com/4/3838/15252701356_aa694a749c_o.jpg
0898c0ba6a5b405,1,https://farm6.staticflickr.com/3771/13936639015_c3515044f5_o.jpg
08ad7024b6ed746,1,https://farm7.staticflickr.com/3748/11647189313_df2746c005_o.jpg
08b6788aa0ef238,1,https://c1.staticflickr.com/8/7568/15583659978_522cd6aee3_o.jpg
08ba6577fa4032b,1,https://c4.staticflickr.com/8/7625/16535297807_9936f405a8_o.jpg
08d58bfd56423a3,1,https://farm4.staticflickr.com/7245/6891966096_d2ff24367b_o.jpg
08ef9158b3948a4,1,https://farm5.staticflickr.com/2319/2406776468_9fb3bc12a8_o.jpg
08fda9e59dbeeed,1,https://c6.staticflickr.com/4/3726/9145010504_3192c226ea_o.jpg
091bd79dea1280b,1,https://c4.staticflickr.com/4/3160/2292404839_ce81b4de3b_o.jpg
0945359c820a275,1,https://farm6.staticflickr.com/2807/12399536443_7b39c1475f_o.jpg
0969ecdaa82a3c2,1,https://farm3.staticflickr.com/8630/16298816781_4292e3a42b_o.jpg
096ba6cea4f75dd,1,https://c6.staticflickr.com/6/5453/9532367600_bf626e95f7_o.jpg
0986260203813ff,1,https://c8.staticflickr.com/4/3794/9231058088_335b69275e_o.jpg
09acc30690c139b,1,https://c4.staticflickr.com/4/3844/18948096719_8916292148_o.jpg
09b59103cf2e3c0,1,https://farm1.staticflickr.com/769/21057476136_3c3b1af104_o.jpg
0a185001cd97c48,1,https://c1.staticflickr.com/1/152/432695875_e06a8014c9_o.jpg
0a1e7b192ca063f,1,https://c8.staticflickr.com/6/5581/14474266459_3d1cb9c633_o.jpg
0a1fff876518970,1,https://farm1.staticflickr.com/5133/5397928760_18251c0f88_o.jpg
0a236f03354bd01,1,https://farm2.staticflickr.com/4004/4167499179_423c7bcbcf_o.jpg
0a23c1e97c34cfa,1,https://c3.staticflickr.com/1/162/390394258_5f2dc677da_o.jpg
0a2f363f2028056,1,https://farm7.staticflickr.com/7/8818198_c1c6b31ed3_o.jpg
0a2fd1c5fabe9f9,1,https://c2.staticflickr.com/4/3844/15175232126_dd95356048_o.jpg
0a35e2d276e9f22,1,https://farm3.staticflickr.com/3202/2658638573_b0bb0d39e6_o.jpg
0a752531903623d,1,https://c6.staticflickr.com/8/7419/11373921854_3634fef5ce_o.jpg
0a75c9413948f9b,1,https://c4.staticflickr.com/2/1358/914572893_5bdd6a16aa_o.jpg
0a7fde5a94563a1,1,https://farm2.staticflickr.com/6097/6330072023_485ab0d97b_o.jpg
0ab5a0aecd2a5a5,1,https://farm6.staticflickr.com/7598/16641851918_c283c9eb70_o.jpg
0ac113d1acd8e0c,1,https://c5.staticflickr.com/1/30/59910813_c1d216944b_o.jpg
0b1c4157306ef6f,1,https://c8.staticflickr.com/5/4060/4693823024_9a8d46f9f0_o.jpg
0b2cc59bdb8dd99,1,https://c2.staticflickr.com/5/4030/4687568420_1c71c9fd73_o.jpg
0b3bb921a50061c,1,https://c5.staticflickr.com/8/7307/8725592419_e621852742_o.jpg
0b4ed87e6bed513,1,https://farm4.staticflickr.com/5168/5349603742_53d498a6f8_o.jpg
0b6d43aa9e4337e,1,https://c7.staticflickr.com/8/7468/16140493677_9f459f3fc4_o.jpg
0bdfe164d09e786,1,https://farm7.staticflickr.com/7302/10104943676_2a3ce4df22_o.jpg
0be3819de323a2a,1,https://c3.staticflickr.com/8/7379/11373041543_02bb9563cf_o.jpg
